Date,Open,High,Low,Close,Volume,Log_Return,MA_5,MA_10,MA_20,Volatility,Return_1,Return_3,Return_5,Momentum_5,Close_lag1,Close_lag2
2023-01-30,1076.0792236328125,1094.6314697265625,1061.9111328125,1089.0242919921875,21772103,0.00953791824824868,1100.7601806640625,1118.5925415039062,1143.624285888672,22.865194697557172,-0.01915348689384404,-0.005922045015995478,-0.011964267777827647,-38.25830078125,1078.6866455078125,1099.54638671875
2023-01-31,1099.2926025390625,1101.900146484375,1080.37109375,1086.3013916015625,22691594,-0.0025034428943187747,1093.703857421875,1114.4275024414062,1138.5004821777343,24.69143267569256,0.00953791824824868,-0.013921323170387764,-0.005068864197945975,-35.2816162109375,1089.0242919921875,1078.6866455078125
2023-02-01,1098.3465576171875,1098.3465576171875,1063.757080078125,1079.863525390625,19347800,-0.005944039731637344,1086.6844482421875,1108.0172729492188,1133.4897521972657,24.490922340265964,-0.0025034428943187747,-0.01915348689384404,-0.005922045015995478,-35.0970458984375,1086.3013916015625,1089.0242919921875
2023-02-02,1069.756591796875,1083.6015625,1066.526123046875,1073.8870849609375,13662663,-0.005549812258385609,1081.552587890625,1101.1986206054687,1129.068585205078,23.424448395566333,-0.005944039731637344,0.00953791824824868,-0.013921323170387764,-25.6593017578125,1079.863525390625,1086.3013916015625
2023-02-03,1084.0631103515625,1084.0631103515625,1058.2191162109375,1074.8331298828125,24699575,0.0008805660006077709,1080.781884765625,1094.5968627929688,1124.7985595703126,20.070326485921555,-0.005549812258385609,-0.0025034428943187747,-0.01915348689384404,-3.853515625,1073.8870849609375,1079.863525390625
2023-02-06,1068.3720703125,1071.14111328125,1064.1263427734375,1066.7337646484375,14837879,-0.007563997997437157,1076.323779296875,1088.5419799804688,1119.5963012695313,18.155933472706256,0.0008805660006077709,-0.005944039731637344,0.00953791824824868,-22.29052734375,1074.8331298828125,1073.8870849609375
2023-02-07,1066.9876708984375,1074.0947265625,1058.2191162109375,1064.1724853515625,15135435,-0.0024039354432642914,1071.897998046875,1082.800927734375,1112.8837890625,15.417548521573035,-0.007563997997437157,-0.005549812258385609,-0.0025034428943187747,-22.12890625,1066.7337646484375,1074.8331298828125
2023-02-08,1067.4490966796875,1089.093505859375,1064.68017578125,1085.424560546875,21160332,0.019773722423908298,1073.010205078125,1079.8473266601563,1108.1199584960937,10.670366047295964,-0.0024039354432642914,0.0008805660006077709,-0.005944039731637344,5.56103515625,1064.1724853515625,1066.7337646484375
2023-02-09,1086.1168212890625,1094.1468505859375,1077.140625,1087.316650390625,13172763,0.0017416619268892945,1075.6961181640625,1078.6243530273437,1104.1948974609375,8.676222865987162,0.019773722423908298,-0.007563997997437157,-0.005549812258385609,13.4295654296875,1085.424560546875,1064.1724853515625
2023-02-10,1086.7860107421875,1086.7860107421875,1071.279541015625,1078.3636474609375,10790445,-0.008268121515583194,1076.4022216796875,1078.5920532226562,1101.0809326171875,8.676566417963008,0.0017416619268892945,-0.0024039354432642914,0.0008805660006077709,3.530517578125,1087.316650390625,1085.424560546875
